OBJECTID,YEAR,DEPT_ID,DEPT_RBD,SEC_LNT_MI,CORR_ID,CORR_RBD,CORRIDOR,CORR_MP,CORR_ENDMP,CORR_MIOFF,CORR_ENDMI,SITE_ID,TYC_CCS,TYC_REMARK,TYC_ACTEST,TYC_AADT,TYC_MC_NUM,TYC_RV_NUM,BUS_NUM,COMM_NUM,LG_TRK_NUM,TYC_MC,TYC_RV,TYC_BUS,TYC_COMM,TYC_LG_TRK,FACTOR_GRP,TYC_VC_GRP,FUT_FACT,TYC_DHV,FLEXESAL_P,FLEXESAL_N,RESAL_P,RESAL_N,ONE_WAY,NUM_LANES,COIN_RT,CNTY_NM,JCT_DESC,LINK_DESC,PCT_DH_SU,PCT_DH_CU,GlobalID,created_user,created_date,last_edited_user,last_edited_date
2054,2024,N-4,A,0.528,C000004,A,C000004A,055+0.841,056+0.370,56.787,57.315,56-4B-037, , ,A,6271,41, ,17,102,31,7, ,3,16,5,UPA,7105,10,114,42,42,55,55, ,2, ,YELLOWSTONE, , ,0.971,0.647,{D02B3D1C-677D-4062-B902-E243508EFF32},,,,
2055,2024,L-32-830,A,0.42,C006241,A,C006241A,000+0.665,001+0.085,0.665,1.085,32-3A-273, , ,E,285,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0, ,2, ,MISSOULA, , ,0,0,{CE2C5BAC-9491-4962-BD57-FCC822608638},,,,
2056,2024,L-2-103,A,26.874,C002103,A,C002103A,000+0.000,026+0.874,0,26.874,098746T, , ,E,209,0, ,0,0,0,0, ,0,0,0,RMA_RMC_345,0,11,155,0,0,0,0, ,2, ,BIG HORN,JCT S-314,ENT L-2-103A/,0,0,{C73AE791-4775-4B06-95AC-A1600240EB86},,,,
2057,2024,N-57,A,1.042,C000057,A,C000057A,279+0.834,280+0.790,277.983,279.025,28-4-015, , ,E,1307,12, ,7,203,180,9, ,5,155,138,RPA_45,3074,10,104,91,91,137,137, ,2, ,MCCONE,JCT P-25,JCT P-25,7.273,13.636,{0B484419-FE47-40F4-8344-7144E633C89B},,,,
2058,2024,U-1029,A,0.413,C001029,A,C001029A,000+0.160,000+0.573,0.16,0.573,56-4A-247, , ,A,14718,75, ,0,209,41,5, ,0,14,3,UPA,7063,10,112,69,69,95,95,Yes,4, ,YELLOWSTONE, ,BEGIN 4 LANES,19.118,10.202,{0567F7DD-6C04-4AB0-B4AA-F5CD7BF17DA6},,,,
2059,2024,S-484,A,3.517,C000484,A,C000484A,000+0.000,003+0.465,0,3.517,38-1-004, , ,A,138,0, ,0,6,1,0, ,0,43,7,RMA_RMC_345,5310,10,197,0,0,0,0, ,2, ,POWDER RIVER,JCT N-37,ENT S-484A/,7.692,0,{63B314CA-ED13-4BB9-990D-A9DA2EF046ED},,,,
2060,2024,U-1210,A,0.191,C001210,A,C001210A,001+0.211,001+0.401,1.211,1.401,16-3B-078, , ,A,7267,18, ,27,191,54,2, ,4,26,7,UMA_UC,8034,10,106,43,43,55,55, ,2, ,GALLATIN,JCT S 11TH AVE,JCT S 11TH AVE,1.221,0.366,{446C4837-FEF4-426A-A45D-5A617EB05DFE},,,,
2061,2024,N-63,A,0.683,C000063,A,C000063A,022+0.190,022+0.873,21.806,22.489,14-8-001, , ,E,2329,22, ,2,589,514,9, ,1,253,221,RPA_45,3096,15,111,261,261,383,383, ,2, ,JUDITH BASIN, , ,4.091,23.182,{594DA82A-E613-4ACB-8DAD-456953CEADE9},,,,
2062,2024,N-5,A,0.929,C000005,A,C000005A,015+0.701,016+0.628,15.402,16.331,32-1-001, , ,E,10053,27, ,77,471,377,3, ,8,47,38,RPA_1,3026,10,132,246,246,352,352, ,4, ,LAKE, ,BEGIN 4 LANES,1.789,2.726,{B085D70A-1CA2-49E8-9345-C481D2435E99},,,,
2063,2024,U-6722,A,0.139,C006722,A,C006722A,000+0.905,001+0.044,0.905,1.044,15-7C-073, , ,E,4111,14, ,16,31,3,3, ,4,8,1,UMA_UC,9060,10,116,15,15,20,20, ,4, ,FLATHEAD,JCT U-6716(4TH ST W),BEGIN 4 LANES/JCT U-6716(4TH ST W),0,0,{90E33B45-FA57-4AC2-A854-E00B5285A549},,,,
2064,2024,S-503,A,0.685,C000503,A,C000503A,007+0.335,008+0.022,7.329,8.015,15-7A-014, , ,A,815,20, ,8,7,1,25, ,10,9,1,RMA_RMC_12,5324,10,107,4,4,5,5, ,2, ,FLATHEAD, , ,0,0,{C1741D6C-1098-4041-B23A-0F2397A4FDEE},,,,
2065,2024,P-25,A,0.323,C000025,A,C000025A,046+0.184,046+0.507,45.935,46.258,43-3-007, , ,A,1286,10, ,0,158,134,8, ,0,123,104,RMA_RMC_345,4035,10,114,67,67,102,102, ,2, ,MCCONE,JCT S-528,JCT S-528,1.333,17.333,{C9DB5598-572A-4AA2-99C1-6F3A1DB0D71B},,,,
2066,2024,U-1821,A,0.087,C001821,A,C001821A,001+0.134,001+0.220,1.134,1.22,914157G, , ,E,1653,24, ,14,74,41,15, ,8,45,25,UMA_UC,8150,10,111,22,22,29,29, ,2, ,SILVER BOW, ,BEGIN 2 LANES,0.584,0.778,{BC4C87D5-D514-49F4-94B0-07B77C3F4BEB},,,,
2067,2024,L-2-1,A,8.586,C002001,A,C002001A,000+0.000,008+0.586,0,8.586,103973M, , ,E,91,0, ,0,0,0,0, ,0,0,0,RMA_RMC_345,0,11,155,0,0,0,0, ,2, ,BIG HORN,JCT BIG HORN COUNTY ROUTE 012,ENT L-2-1A/,0,0,{F327D94B-2B2A-4E8A-9910-F0F535B204DA},,,,
2068,2024,N-1,A,0.743,C000001,A,C000001A,331+0.857,332+0.608,331.29,332.033,26-2-003, , ,A,1321,14, ,23,316,144,11, ,17,239,109,RPA_3,3010,10,112,92,92,132,132, ,2, ,LIBERTY,JCT S-224,JCT S-224,16.667,14.286,{42AF271D-33B7-4249-B3DC-3793D6B8C189},,,,
2069,2024,S-308,A,0.819,C000308,A,C000308A,006+0.007,006+0.826,6.099,6.918,05-3-030, , ,A,765,8, ,5,29,10,10, ,7,38,13,RMA_RMC_345,5157,10,110,9,9,12,12, ,2, ,CARBON, , ,1.709,0,{649C9059-F250-4CE8-ACBF-7ED9F9A738E3},,,,
2070,2024,S-247,A,3.375,C000247,A,C000247A,000+0.000,003+0.157,0,3.375,13-2-008, , ,E,36,0, ,0,3,2,0, ,0,83,56,RMA_RMC_345,5086,15,209,1,1,1,1, ,2, ,FALLON,JCT S-322,ENT S-247A/,0,14.286,{3F870021-7D07-419E-AA1F-D52D3D6D2A0C},,,,
2071,2024,N-37,A,0.306,C000037,A,C000037A,000+0.243,000+0.549,0.243,0.549,02-5-001, , ,E,2481,79, ,32,779,641,32, ,13,314,258,RPA_45,3060,20,94,365,365,532,532, ,3, ,BIG HORN, ,BEGIN 3 LANES,6.075,27.57,{993529AE-EAF3-405B-A54A-4E0F2D103774},,,,
2072,2024,N-7,A,6.017,C000007,A,C000007A,006+0.818,012+0.914,6.764,12.781,41-5-002, , ,E,972,19, ,9,53,40,20, ,9,55,41,RPA_1,3032,10,108,24,24,34,34, ,2, ,RAVALLI, ,BEGIN 2 LANES,4.237,1.695,{FE509634-2536-4197-8560-3691FA84997F},,,,
2073,2024,L-20-274,A,0.101,C002853,A,C002853A,000+0.000,000+0.101,0,0.101,20-1-017, , ,E,372,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0, ,2, ,GRANITE,JCT OLD HWY 1,ENT L-20-274A/,0,0,{3286B14D-67A5-4826-AADE-2CA79EBFD6B8},,,,
2074,2024,S-565,A,1.302,C000565,A,C000565A,000+0.480,001+0.772,0.48,1.782,07-1-015, , ,A,485,3, ,1,20,9,6, ,2,41,19,RMA_RMC_345,5370,10,115,6,6,8,8, ,2, ,TETON, , ,1.786,1.786,{9406020C-99A6-4E1A-AF6C-28F38823F91B},,,,
2075,2024,N-24,A,2.09,C000024,A,C000024A,063+0.364,065+0.451,64.104,66.193,39-2-003, , ,E,1700,15, ,13,240,135,9, ,8,141,79,RPA_1,3056,10,174,86,86,126,126, ,2, ,POWELL, ,BEGIN 2 LANES,3.556,13.333,{D7AF8BA6-1957-4138-96EB-8E823CEE632C},,,,
2076,2024,S-324,A,15.025,C000324,A,C000324A,019+0.553,034+0.714,19.384,34.409,01-5-003, , ,E,65,0, ,0,1,1,0, ,0,15,15,REC_MA,5178,10,127,0,0,0,0, ,2, ,BEAVERHEAD, , ,0,0,{2E9564A9-2B7D-4D8F-8F66-E274EB9139A2},,,,
2077,2024,L-32-4579,A,0.438,C006371,A,C006371A,001+0.004,001+0.442,1.004,1.442,32-3A-085, , ,E,1113,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0, ,2, ,MISSOULA, , ,0,0,{8DA302D2-A555-482A-9C8A-7D50B42EB8D7},,,,
2078,2024,L-7-981,A,1.45,C003842,A,C003842A,000+0.579,002+0.029,0.579,2.029,07-2A-205, , ,E,1996,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0, ,2, ,CASCADE, , ,0,0,{5E781821-3939-437A-966B-891DAA42AA08},,,,
2079,2024,N-1,A,0.421,C000001,A,C000001A,612+0.088,612+0.509,610.407,610.828,43-4-015, , ,E,5024,23, ,9,117,76,5, ,2,23,15,RPA_45,3020,10,123,54,54,77,77, ,2, ,ROOSEVELT, , ,3.676,7.353,{FB27135B-AB33-4636-B11D-5819643DFEC0},,,,
2080,2024,S-341,A,15.13,C000341,A,C000341A,006+0.816,021+0.946,6.801,21.932,17-4-008, , ,E,30,0, ,0,5,5,0, ,0,167,167,RMA_RMC_345,5198,10,265,3,3,4,4, ,2, ,GARFIELD, , ,0,9.091,{0B31F5A1-5B64-499B-90FA-F4A41CB691D0},,,,
2081,2024,P-14,A,0.372,C000014,A,C000014A,042+0.311,042+0.683,42.216,42.588,30-3-017, , ,E,2128,13, ,0,161,118,6, ,0,76,55,RMA_RMC_12,4017,10,108,57,57,86,86, ,2, ,MEAGHER, , ,2.804,13.084,{966F030F-9961-4EA5-8E5C-C5A7EC2A934A},,,,
2082,2024,I-15,A,1.416,C000015,A,C000015A,254+0.724,256+0.154,254.202,255.619,07-3-003, , ,E,4410,34, ,45,986,723,8, ,10,224,164,RURAL INNER INTERSTATE,1012,11,119,485,485,733,733, ,2, ,CASCADE,"JCT OFF RAMP S CASCADE INTERCHANGE, EXIT 254","JCT OFF RAMP S CASCADE INTERCHANGE, EXIT 254",4.501,5.675,{9EC1E14B-832B-411F-8F79-E44A083FDF6D},,,,
2083,2024,N-5,A,4.797,C000005,A,C000005A,115+0.870,120+0.737,115.024,119.821,15-7B-018, , ,E,25763,197, ,84,979,345,8, ,3,38,13,UPA,7016,23,98,276,276,372,372, ,4, ,FLATHEAD,JCT U-6737 (OLD/W RESERVE DR),JCT U-6737 (OLD/W RESERVE DR),2.716,1.621,{18801B3E-2C5B-4AC9-B4F5-BCD655BBB024},,,,
2084,2024,L-53-1407,A,0.375,C003228,A,C003228A,000+0.000,000+0.375,0,0.375,059542B, , ,E,63,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0, ,2, ,VALLEY,JCT 1ST AVE S,ENT L-53-1407A/,0,0,{41A77DF6-F667-42FC-AA7B-EF86EAAEDE17},,,,
2085,2024,L-34-201,A,0.323,C000298,A,C000298A,041+0.645,041+0.968,41.712,42.035,49-3-004, , ,A,174,2, ,17,37,30,11, ,98,213,172,REC_MA,5149,10,162,22,22,32,32, ,2, ,PARK, ,ENT L-34-201A,1.515,3.03,{CA455439-CD1B-41F0-8E23-9A5FCB0E4E0D},,,,
2086,2024,L-15-6346,A,0.385,C002458,A,C002458A,000+0.497,000+0.882,0.497,0.882,15-4A-074, , ,E,267,13, ,24,7,4,49, ,90,26,15,UMA_UC,8199,13,152,9,9,11,11, ,2, ,FLATHEAD,JCT U-2502(12TH AVE W),ENT L-15-6346A/JCT U-2502(12TH AVE W),1.205,0,{BFAE6887-51A3-437E-AB49-BEBB0493F63E},,,,
2087,2024,L-56-2385,A,0.291,C000880,A,C000880A,000+0.245,000+0.536,0.245,0.536,56-4A-206, , ,E,5778,7, ,47,445,268,1, ,8,77,46,UMA_UC,8167,26,104,175,175,247,247, ,2, ,YELLOWSTONE, ,BEGIN 2 LANES,0,0,{21E25529-CFFC-4B80-A7A7-90D867C90E09},,,,
2088,2024,S-541,A,1.736,C000541,A,C000541A,009+0.041,010+0.743,8.957,10.692,23-4-010, , ,E,148,0, ,1,9,6,0, ,7,61,41,RMA_RMC_345,5354,10,155,4,4,6,6, ,2, ,JUDITH BASIN, , ,8.333,8.333,{347D810E-86FB-4E66-B4F0-D7F47C679BB2},,,,
2089,2024,N-7,A,0.486,C000007,A,C000007A,060+0.637,061+0.123,60.328,60.814,41-1-001, , ,E,14063,60, ,28,420,136,4, ,2,30,10,RPA_1,3035,15,106,131,131,179,179, ,4, ,RAVALLI, ,BEGIN 4 LANES,2.573,1.459,{269E082A-2209-4ECF-9589-2CA578F44DD7},,,,
2090,2024,U-6721,A,0.208,C006721,A,C006721A,000+0.277,000+0.485,0.277,0.485,15-7C-079, , ,A,2106,13, ,5,30,11,6, ,2,14,5,UMA_UC,8094,10,110,8,8,10,10, ,2, ,FLATHEAD,JCT U-6731(7TH ST),JCT U-6731(7TH ST),1.417,0.81,{55C91221-353E-44E3-95A6-9DE0538FABA9},,,,
2091,2024,P-28,A,0.498,C000028,A,C000028A,094+0.946,095+0.437,92.982,93.48,05-1-014, , ,A,3634,22, ,12,178,95,6, ,3,49,26,RMA_RMC_345,4126,10,149,61,61,89,89, ,2, ,CARBON,JCT S-421,JCT S-421,0.476,1.19,{375F2DE3-F497-44CC-9CDA-9D5C17AD3FA6},,,,
2092,2024,N-11,A,0.416,C000011,A,C000011A,054+0.562,054+0.978,54.428,54.844,34-2A-011, , ,E,9836,55, ,47,442,156,6, ,5,45,16,UPA,7028,10,97,120,120,158,158, ,2, ,PARK,JCT U-7411(B ST)/U-7406(N MAIN ST),JCT U-7411(B ST)/U-7406(N MAIN ST),4.561,2.59,{9038F99A-3EAD-4D9A-BC10-C697FF616062},,,,
2093,2024,N-103,A,0.071,C005210,A,C005210A,000+0.159,000+0.230,0.159,0.23,07-2A-084, , ,E,12242,111, ,78,976,562,9, ,6,80,46,UPA,7075,10,99,416,416,593,593, ,4, ,CASCADE, ,BEGIN 4 LANES,0,0,{68D42C6B-E26B-4FD6-AE7A-4352A789BB75},,,,
2094,2024,U-5708,A,0.076,C000234,A,C000234A,000+0.000,000+0.076,0,0.076,21-4A-048, , ,A,6760,51, ,31,146,35,8, ,5,22,5,UMA_UC,8070,10,107,59,59,81,81, ,2, ,HILL,JCT N-1(1ST ST),ENT U-5708A/,13.15,4.335,{48AD27BE-AA3A-4540-891D-C2C2E67CF837},,,,
2095,2024,N-1,A,2.529,C000001,A,C000001A,129+0.407,131+0.918,129.384,131.913,15-4A-041, , ,A,17587,91, ,56,1057,267,5, ,3,60,15,UPA,7005,10,96,399,399,577,577, ,4, ,FLATHEAD, , ,5.689,1.067,{EAE3CC9A-7F47-4881-88C1-16887693ED1B},,,,
2096,2024,N-5,A,6.821,C000005,A,C000005A,132+0.375,139+0.208,131.522,138.343,15-4-004, , ,A,5119,29, ,19,132,86,6, ,4,26,17,RPA_1,3030,10,110,58,58,81,81, ,2, ,FLATHEAD,JCT S-424,JCT S-424,1.799,1.079,{A82ADCED-3C34-4ABC-93AC-C9398995C612},,,,
2097,2024,N-1,A,0.551,C000001,A,C000001A,281+0.201,281+0.752,280.669,281.22,51-3-006, , ,A,1264,6, ,7,177,106,5, ,6,140,84,RPA_3,3008,10,106,69,69,101,101, ,3, ,TOOLE, ,BEGIN 3 LANES,6.299,7.874,{C004D1C3-3FAC-4ADF-A58F-CC4ABECF0A1E},,,,
2098,2024,U-1211,A,0.527,C000235,A,C000235A,004+0.553,005+0.080,4.551,5.078,16-3-031, , ,E,6823,21, ,28,178,140,3, ,4,26,21,UMA_UC,5059,11,113,87,87,131,131, ,2, ,GALLATIN, ,ENT U-1211A,1.407,6.394,{F4687106-B95B-4399-98A8-E236429DD6C7},,,,
2099,2024,S-279,A,11.586,C000279,A,C000279A,027+0.012,038+0.886,27.313,38.898,25-4-006, , ,E,391,8, ,0,19,10,20, ,0,49,26,REC_MA,5126,10,116,5,5,8,8, ,2, ,LEWIS AND CLARK, , ,0,0,{E0251918-F221-4402-ABBB-99EFA7A8555E},,,,
2100,2024,U-6702,A,0.632,C006702,A,C006702A,000+0.588,001+0.220,0.588,1.22,15-7B-071, , ,A,1102,23, ,7,182,10,21, ,6,165,9,UMA_UC,9049,10,119,18,18,20,20, ,2, ,FLATHEAD, , ,3.284,1.194,{E005E023-472A-4E77-ADEA-BAC1B78203FD},,,,
2101,2024,L-34-5,A,8.675,C002421,A,C002421A,001+0.291,009+0.967,1.291,9.967,34-1-007, , ,E,285,0, ,0,0,0,0, ,0,0,0,RMA_RMC_12,0,14,147,0,0,0,0, ,2, ,PARK, , ,0,0,{C8E0D46C-18F9-4894-9E5A-806C83ADB30B},,,,
2102,2024,N-43,A,0.27,C000043,A,C000043A,000+0.314,000+0.584,0.314,0.584,14-6A-015, , ,E,3648,27, ,2,283,178,7, ,1,78,49,UPA,7067,10,107,122,122,181,181, ,4, ,FERGUS,JCT N-75,BEGIN 4 LANES/JCT N-75,1.278,2.875,{34227500-9A0C-4F42-9276-C07CD15B3060},,,,
2103,2024,L-16-4091,A,0.253,C001536,A,C001536A,000+0.518,000+0.771,0.518,0.771,16-3B-116, , ,E,1871,10, ,4,23,2,5, ,2,12,1,UMA_UC,9235,13,117,8,8,12,12, ,2, ,GALLATIN, , ,0,0,{D41A55E3-45C5-41E0-93AA-D734F78B042E},,,,
2104,2024,N-23,A,3.949,C000023,A,C000023A,008+0.953,013+0.177,8.754,12.703,09-2-007, , ,E,975,16, ,4,136,111,16, ,4,139,114,RPA_45,3051,10,109,66,66,99,99, ,2, ,CUSTER, , ,5.405,8.108,{13512120-C94E-451D-9929-FA5C232D2BE8},,,,
2105,2024,S-284,A,3.943,C000284,A,C000284A,010+0.242,014+0.613,10.298,14.241,25-7A-011, , ,E,888,20, ,1,78,18,23, ,1,88,20,RMA_RMC_345,5131,18,122,19,19,27,27, ,2, ,LEWIS AND CLARK, , ,2.762,2.762,{37990E2F-DE78-43D5-960C-6EAF999F6D2F},,,,
2106,2024,U-5705,A,0.073,C005705,A,C005705A,000+0.000,000+0.073,0,0.073,21-4A-034, , ,A,1219,3, ,0,4,1,2, ,0,3,1,UMA_UC,9036,10,116,1,1,1,1, ,2, ,HILL,JCT U-5708(5TH AVE),ENT U-5705A/,4.545,0,{DB3359B7-E305-410D-869A-DCBB7B401F38},,,,
2107,2024,N-4,A,0.045,C000004,A,C000004A,058+0.177,058+0.221,59.106,59.15,56-4B-008, , ,A,5489,41, ,17,102,31,7, ,3,19,6,UPA,7105,10,114,41,41,54,54, ,2, ,YELLOWSTONE,JCT I-90 ON RAMP MOSSMAIN INTERCHANGE,JCT I-90 ON RAMP MOSSMAIN INTERCHANGE,0.971,0.647,{AD51C410-E50C-4BB7-BD83-B00A974EA0B3},,,,
2108,2024,L-25-2443,A,0.632,C004335,A,C004335A,000+0.000,000+0.632,0,0.632,25-7C-083, , ,E,4322,15, ,6,74,13,3, ,1,17,3,UMA_UC,9179,11,116,18,18,23,23, ,2, ,LEWIS AND CLARK,JCT FLOWEREE ST,ENT L-25-2443A/,0,0,{925DBA0B-515E-41B7-89FC-12CECD3A69A6},,,,
2109,2024,U-1009,A,0.251,C001009,A,C001009A,000+0.928,001+0.178,0.928,1.178,56-4A-158, , ,A,6357,48, ,95,164,125,8, ,15,26,20,UMA_UC,8010,10,107,60,60,72,72, ,2, ,YELLOWSTONE, , ,18.892,3.275,{4B205793-F94A-44FF-8988-2CB28AD29379},,,,
2110,2024,S-236,A,0.386,C000236,A,C000236A,023+0.784,024+0.175,23.847,24.233,14-2-006, , ,A,142,0, ,0,7,2,0, ,0,49,14,RMA_RMC_345,5062,10,162,1,1,1,1, ,2, ,FERGUS, , ,8.333,0,{517F28D5-61FF-4F8C-BBE1-AE9E6C1A17BA},,,,
2111,2024,S-568,A,1.026,C000568,A,C000568A,000+0.066,000+1.092,0.066,1.092,56-3-009, , ,A,584,9, ,8,64,38,15, ,14,110,65,RMA_RMC_345,5167,10,103,26,26,39,39, ,2,Non-Dominant, ,JCT I-94 ON RAMP POMPEYS PILLAR INTERCHANGE,BEGIN COINCIDENT RTE/JCT I-94 ON RAMP POMPEYS PILLAR INTERCHANGE,9.836,11.475,{D1F23E45-5E7D-49CA-9B8E-113C56FCE622},,,,
2112,2024,S-252,A,0.217,C000252,A,C000252A,000+0.000,000+0.217,0,0.217,28-4-016, , ,A,1093,0, ,0,33,14,0, ,0,30,13,RMA_RMC_345,5091,10,176,9,9,12,12, ,2, ,MCCONE,JCT N-57 IN CIRCLE,ENT S-252A/,13.043,0,{24EE2A13-3A38-475B-9C13-9B0D026D753C},,,,
2113,2024,I-90,A,4.524,C000090,A,C000090A,084+0.781,089+0.501,84.101,88.624,32-3-001, , ,A,10904,2, ,22,2043,1718,0, ,2,187,158,RURAL OUTER INTERSTATE,1021,10,95,1051,1051,1573,1573, ,2, ,MISSOULA,"JCT OFF RAMP HUSON INTERCHANGE, EXIT 85","JCT OFF RAMP HUSON INTERCHANGE, EXIT 85",3.099,17.521,{DCB5ACF0-0929-40E6-B803-9050B6F0CED4},,,,
2114,2024,N-57,A,1.116,C000057,A,C000057A,028+0.289,029+0.359,28.364,29.481,23-1-002, , ,A,2609,10, ,21,542,393,4, ,8,208,151,RPA_45,3067,10,131,228,228,338,338, ,3, ,JUDITH BASIN, ,BEGIN 3 LANES,21.805,10.77,{ED75E7B7-00EF-478A-ABDA-9AFEEF899689},,,,
2115,2024,N-1,A,7.507,C000001,A,C000001A,505+0.534,512+0.973,503.738,511.245,53-3-001, , ,E,1356,20, ,14,201,167,15, ,10,148,123,RPA_45,3015,10,105,94,94,146,146, ,2, ,VALLEY, , ,4.305,12.669,{7A0215B4-AC27-432B-830A-FB9B4801D8D5},,,,
2116,2024,S-344,A,5.98,C000344,A,C000344A,000+0.000,005+0.982,0,5.98,43-4-009, , ,E,144,1, ,1,14,12,7, ,7,97,83,RMA_RMC_345,5202,10,155,7,7,11,11, ,2, ,ROOSEVELT,JCT N-1 W OF BROCKTON,ENT S-344A/,11.111,22.222,{513F3811-3751-40D6-B345-B0AF093672E3},,,,
2117,2024,P-46,A,0.528,C000046,A,C000046A,026+0.189,026+0.717,26.143,26.672,01-1-007, , ,E,492,10, ,3,14,8,20, ,6,28,16,REC_MA,4127,10,161,5,5,7,7, ,2, ,BEAVERHEAD,JCT S-278,JCT S-278,3.774,0,{BED9D530-89A8-4550-ADA5-2EB9F4792DE6},,,,
2118,2024,P-32,A,4.134,C000032,A,C000032A,046+0.728,050+0.876,46.591,50.725,10-2-016, , ,A,567,1, ,0,21,19,2, ,0,37,34,RMA_RMC_345,4117,10,138,10,10,15,15, ,2, ,DANIELS, , ,3.571,10.714,{7BEF03F6-F741-4FD0-A411-E429EC6831B6},,,,
2119,2024,L-5-303,A,12.371,C002302,A,C002302A,017+0.523,029+0.894,17.523,29.894,090751M, , ,E,143,8, ,0,15,14,56, ,0,105,98,RMA_RMC_345,5458,11,195,6,6,10,10, ,2, ,CARBON, , ,0,4.545,{06528C75-3C53-4F62-ADF0-1F922B0BE583},,,,
2120,2024,S-504,A,7.826,C000504,A,C000504A,003+0.140,010+0.966,3.139,10.965,40-3-001, , ,E,32,1, ,0,7,5,31, ,0,219,156,RMA_RMC_345,5326,10,256,2,2,3,3, ,2, ,PRAIRIE, , ,0,14.286,{098BB63B-C459-48A9-A978-3CDA0DFC2C7D},,,,
2121,2024,U-6718,A,0.072,C006718,A,C006718A,000+0.491,000+0.563,0.491,0.563,15-7C-087, , ,A,2030,10, ,1,19,3,5, ,0,9,1,UMA_UC,8093,10,120,5,5,5,5, ,2, ,FLATHEAD,JCT N-5(MAIN ST),JCT N-5(MAIN ST),0.503,1.005,{496C79CE-47E0-4689-ABFA-F1AB00F31659},,,,
2122,2024,U-2505,A,0.14,C002445,A,C002445A,000+0.000,000+0.140,0,0.14,15-4A-063, , ,E,2168,25, ,6,43,23,12, ,3,20,11,UMA_UC,8198,13,97,18,18,28,28, ,2, ,FLATHEAD,JCT U-2501(NUCLEUS AVE/RAILROAD ST),ENT U-2505A/,0.995,0.498,{291560F6-47A6-4E28-9710-ECAC9A092C15},,,,
2123,2024,S-489,A,10.525,C000489,A,C000489A,005+0.576,016+0.187,5.634,16.159,09-2-013, , ,E,199,4, ,6,19,8,20, ,30,95,40,RMA_RMC_345,5317,10,163,9,9,13,13, ,2, ,CUSTER, , ,1.053,0,{9D13C578-03D1-4C6E-A3C5-17C449D69A50},,,,
2124,2024,U-8135,A,0.754,C000474,A,C000474A,003+0.124,003+0.878,2.903,3.657,32-3-013, , ,E,5091,18, ,1,87,27,4, ,0,17,5,UMA_UC,5305,10,115,21,21,27,27, ,2, ,MISSOULA, ,ENT U-8135A,2.957,13.678,{91D06AB1-6BCD-4624-84DE-B9EA5CACC5C3},,,,
2125,2024,U-1801,A,0.311,C001801,A,C001801A,001+0.841,002+0.152,1.841,2.152,47-1C-032, , ,A,676,7, ,5,6,0,10, ,7,9,0,UMA_UC,8037,10,112,3,3,3,3, ,2, ,SILVER BOW, , ,0.712,4.27,{F5FC122D-8B70-4153-8AA9-C2D0D519B809},,,,
2126,2024,S-254,A,5.849,C000254,A,C000254A,017+0.625,023+0.492,17.571,23.421,11-2-007, , ,A,303,2, ,0,38,32,7, ,0,125,106,RMA_RMC_345,5096,10,149,15,15,24,24, ,2, ,DAWSON, , ,7.143,27.362,{A0536CD4-51CD-4A02-B995-112DD62B6019},,,,
2127,2024,U-5806,A,0.538,C005806,A,C005806A,001+0.012,001+0.550,1.012,1.55,25-7C-223, , ,A,4134,12, ,10,318,147,3, ,2,77,36,UMA_UC,8076,10,113,121,121,173,173, ,2, ,LEWIS AND CLARK, , ,1.354,2.709,{45B2F769-E722-4B6E-81D1-91F43A6F4B90},,,,
2128,2024,L-16-937,A,0.91,C001781,A,C001781A,000+0.000,000+0.910,0,0.91,16-3A-050, , ,A,7804,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0, ,2, ,GALLATIN,JCT BAXTER LN,ENT L-16-937A/,0,0,{B3076B10-A927-46A6-9949-BFDB83C374DA},,,,
2129,2024,S-541,A,8.957,C000541,A,C000541A,000+0.000,009+0.041,0,8.957,23-4-009, , ,A,134,0, ,1,12,8,0, ,7,90,60,RMA_RMC_345,5354,10,155,5,5,8,8, ,2, ,JUDITH BASIN,JCT S-239 AT UTICA,ENT S-541A/,8.333,8.333,{4C0FAEA4-9FD2-4600-B525-5FEBCF1ACA37},,,,
2130,2024,U-6715,A,0.374,C006715,A,C006715A,000+0.900,001+0.274,0.9,1.274,15-7C-027, , ,A,3067,19, ,2,21,3,6, ,1,7,1,UMA_UC,9054,10,121,9,9,12,12, ,2, ,FLATHEAD,JCT U-6723(1ST AVE E),JCT U-6723(1ST AVE E),2.963,0.741,{A1B7B0B7-B543-4B0B-B951-B5DF836E5156},,,,
2131,2024,N-1,A,0.448,C000001,A,C000001A,254+0.182,254+0.630,254.114,254.562,18-5-008, , ,E,3608,12, ,1,225,154,3, ,0,62,43,RPA_3,3006,10,99,83,83,120,120, ,2, ,GLACIER, ,BEGIN 2 LANES,6.369,8.917,{0DF8E13B-DA5D-4A31-8542-2A562BC8973D},,,,
